,pk_cid,recency,ingesta,frequency,monetary_value,r_quartile,f_quartile,m_quartile,i_quartile,RFMScore,region_code,salary,age,gender,unidades_vendidas_total,em_acount,debit_card
5746,1398081,373,365,13,610,4,1,1,1,411,28.0,158816,50,1,2.0,1.0,0.0
7584,1388415,436,426,14,450,4,1,1,1,411,28.0,152537,29,2,1.0,1.0,0.0
9033,1405315,324,304,11,300,4,1,1,2,411,8.0,67170,43,2,2.0,1.0,0.0
10034,1397557,375,334,12,250,4,1,1,1,411,28.0,61698,45,2,1.0,0.0,0.0
3595,1401824,346,334,12,780,4,1,1,1,411,18.0,50407,34,2,2.0,1.0,1.0
5146,1396460,382,365,13,650,4,1,1,1,411,8.0,85691,57,2,2.0,1.0,0.0
6888,1374370,508,454,16,520,4,1,1,1,411,28.0,405026,30,1,1.0,1.0,0.0
1470,1135953,344,334,12,1080,4,1,1,1,411,28.0,136322,74,1,3.0,0.0,1.0
9749,1385994,450,426,15,270,4,1,1,1,411,46.0,113652,48,2,1.0,1.0,0.0
4829,917373,464,454,16,680,4,1,1,1,411,28.0,148715,28,1,2.0,1.0,0.0
1981,1387910,438,426,15,990,4,1,1,1,411,28.0,252875,33,1,2.0,1.0,1.0
6672,1374473,506,485,17,530,4,1,1,1,411,28.0,82736,35,1,1.0,1.0,0.0
7078,1389249,429,395,14,500,4,1,1,1,411,33.0,154415,79,1,2.0,0.0,0.0
1671,1376729,494,485,17,1050,4,1,1,1,411,14.0,113652,50,2,2.0,0.0,0.0
11087,1418782,304,304,11,210,4,1,1,2,411,37.0,76482,20,1,1.0,1.0,0.0
2613,1078964,455,426,15,900,4,1,1,1,411,8.0,32891,82,1,1.0,0.0,0.0
3160,1376200,499,485,17,830,4,1,1,1,411,46.0,37188,63,2,2.0,1.0,1.0
5123,1391090,416,395,14,660,4,1,1,1,411,28.0,230323,40,2,2.0,1.0,0.0
3842,1382284,470,454,16,760,4,1,1,1,411,28.0,527349,67,2,2.0,1.0,0.0
2973,1385129,455,426,15,850,4,1,1,1,411,41.0,42274,33,1,2.0,1.0,1.0
8239,1375702,501,454,16,380,4,1,1,1,411,8.0,51603,35,2,1.0,1.0,0.0
9607,1401131,352,334,12,270,4,1,1,1,411,3.0,113652,34,2,1.0,0.0,0.0
4381,1387284,442,426,15,710,4,1,1,1,411,27.0,75446,40,1,2.0,1.0,0.0
9530,1380365,478,454,16,280,4,1,1,1,411,3.0,26464,52,1,1.0,1.0,0.0
4320,1401971,345,334,12,720,4,1,1,1,411,46.0,113652,40,1,2.0,1.0,1.0
9073,1374379,508,485,17,300,4,1,1,1,411,28.0,233726,20,1,2.0,1.0,0.0
4981,1392457,408,395,14,670,4,1,1,1,411,34.0,76880,44,2,2.0,1.0,0.0
10660,1412668,309,304,11,230,4,1,1,2,411,31.0,113652,22,1,1.0,1.0,0.0
8934,1391168,415,395,14,310,4,1,1,1,411,29.0,113355,21,2,1.0,1.0,0.0
5494,1400869,353,334,12,630,4,1,1,1,411,46.0,90587,67,2,3.0,1.0,1.0
330,1381399,473,454,16,1610,4,1,1,1,411,33.0,76059,50,1,4.0,0.0,1.0
1965,1388280,436,426,15,990,4,1,1,1,411,28.0,82736,34,2,2.0,1.0,1.0
5235,1384533,458,304,11,650,4,1,1,2,411,14.0,180986,44,2,2.0,1.0,1.0
1010,1388258,436,395,14,1200,4,1,1,1,411,39.0,83674,44,1,2.0,0.0,1.0
3445,1382821,466,454,16,800,4,1,1,1,411,28.0,113652,56,1,2.0,1.0,0.0
3721,1393201,402,395,14,770,4,1,1,1,411,28.0,133909,50,1,3.0,1.0,1.0
2154,864101,407,395,14,970,4,1,1,1,411,28.0,193533,40,1,2.0,1.0,1.0
8939,1401552,347,304,11,310,4,1,1,2,411,48.0,113652,37,1,2.0,1.0,0.0
8390,1377476,492,454,15,360,4,1,1,1,411,28.0,102664,36,2,1.0,0.0,0.0
5128,1384999,456,426,15,650,4,1,1,1,411,29.0,111084,36,1,3.0,0.0,0.0
10006,1398297,372,365,13,250,4,1,1,1,411,8.0,113652,48,2,1.0,1.0,0.0
10778,1382228,470,454,16,220,4,1,1,1,411,46.0,43155,49,2,1.0,1.0,0.0
5664,1374573,506,485,17,610,4,1,1,1,411,48.0,113652,32,2,1.0,1.0,0.0
5740,1394688,394,365,13,610,4,1,1,1,411,28.0,168399,70,2,2.0,1.0,0.0
6545,1403335,336,334,12,540,4,1,1,1,411,6.0,97804,51,2,2.0,1.0,1.0
2516,1393960,397,395,14,920,4,1,1,1,411,11.0,55570,46,1,2.0,1.0,1.0
2678,1407253,316,304,11,890,4,1,1,2,411,8.0,66522,36,2,4.0,0.0,1.0
3130,1405499,323,304,11,840,4,1,1,2,411,49.0,22698,32,1,3.0,0.0,0.0
11763,1418004,305,304,11,170,4,1,1,2,411,11.0,166430,20,2,1.0,1.0,0.0
8469,1399246,366,334,12,360,4,1,1,1,411,28.0,258207,71,1,1.0,1.0,0.0
5641,1401259,351,304,11,610,4,1,1,2,411,11.0,68073,22,2,2.0,1.0,0.0
3671,1387209,443,426,15,780,4,1,1,1,411,28.0,64625,80,1,3.0,1.0,0.0
5438,1412278,310,304,11,630,4,1,1,2,411,46.0,87549,22,2,2.0,1.0,1.0
10340,1393730,400,395,14,240,4,1,1,1,411,45.0,48091,43,1,1.0,0.0,0.0
6088,1383834,462,454,16,580,4,1,1,1,411,45.0,79058,39,2,1.0,1.0,0.0
10799,1389423,429,395,14,220,4,1,1,1,411,15.0,65471,41,1,1.0,0.0,0.0
7289,1387160,443,426,15,480,4,1,1,1,411,28.0,113652,31,2,0.0,0.0,0.0
92,1383996,459,454,16,1980,4,1,1,1,411,50.0,80882,39,2,5.0,0.0,1.0
41,1384162,459,454,16,2310,4,1,1,1,411,28.0,188324,41,1,4.5,0.0,1.0
5800,856240,353,334,12,600,4,1,1,1,411,28.0,208928,65,1,2.0,1.0,0.0
10604,1397652,375,365,13,230,4,1,1,1,411,28.0,108435,32,2,1.0,1.0,0.0
10896,1388035,437,426,15,210,4,1,1,1,411,46.0,113652,24,1,1.0,1.0,0.0
6434,1376160,499,485,17,550,4,1,1,1,411,35.0,153888,31,2,1.0,1.0,0.0
2231,1377400,492,485,17,950,4,1,1,1,411,29.0,25909,34,2,2.0,1.0,1.0
9957,1404051,331,304,11,260,4,1,1,2,411,8.0,178045,23,2,1.0,0.0,0.0
6899,1401344,351,334,12,520,4,1,1,1,411,28.0,51442,26,1,3.0,0.0,0.0
1323,1261455,506,454,16,1120,4,1,1,1,411,30.0,28904,38,1,2.0,1.0,1.0
2340,1381590,472,395,14,930,4,1,1,1,411,35.0,43631,27,2,3.0,0.0,0.0
11300,1402514,340,334,12,200,4,1,1,1,411,8.0,113652,40,2,1.0,1.0,0.0
9118,1377059,494,485,17,300,4,1,1,1,411,21.0,69169,41,1,2.0,1.0,0.0
3378,1379730,480,454,16,800,4,1,1,1,411,8.0,113652,37,2,2.0,0.5,0.0
7525,1381927,471,454,16,460,4,1,1,1,411,14.0,81353,28,1,1.0,1.0,0.0
7228,1384444,346,334,12,480,4,1,1,1,411,46.0,141001,66,1,1.0,0.0,0.0
8373,1400505,357,334,12,370,4,1,1,1,411,6.0,65306,34,1,1.0,0.0,0.0
5711,1397694,374,365,13,610,4,1,1,1,411,28.0,123032,39,2,2.0,1.0,0.0
10602,1378565,486,454,16,230,4,1,1,1,411,30.0,63726,25,1,1.0,1.0,0.0
3400,1390161,424,395,14,800,4,1,1,1,411,48.0,113652,60,2,2.0,1.0,1.0
2766,1390132,424,426,15,870,4,1,1,1,411,7.0,178304,42,2,2.0,1.0,1.0
2588,1392341,408,395,14,910,4,1,1,1,411,28.0,142783,30,2,2.0,1.0,1.0
11351,1396720,381,365,13,190,4,1,1,1,411,25.0,62199,37,2,1.0,1.0,0.0
5328,1394463,395,365,13,640,4,1,1,1,411,3.0,462869,32,1,3.0,0.0,0.0
2344,1384380,458,426,15,930,4,1,1,1,411,28.0,102134,70,1,2.0,1.0,1.0
10415,1402257,344,334,12,240,4,1,1,1,411,28.0,168172,44,1,1.0,1.0,0.0
6377,1417245,305,304,11,560,4,1,1,2,411,27.0,69257,24,2,1.0,1.0,1.0
8301,1393086,403,365,13,370,4,1,1,1,411,21.0,95917,43,1,1.0,1.0,0.0
4256,1375103,504,485,17,720,4,1,1,1,411,28.0,76890,59,2,2.0,1.0,0.0
11580,1404250,330,304,11,180,4,1,1,2,411,45.0,66395,34,2,2.0,1.0,0.0
8296,1397752,374,365,13,370,4,1,1,1,411,28.0,168972,20,2,1.0,1.0,0.0
11412,1398934,367,365,13,190,4,1,1,1,411,41.0,294393,54,2,1.0,1.0,0.0
2127,1401297,351,334,12,980,4,1,1,1,411,5.0,113652,63,1,2.0,1.0,1.0
3082,1397102,379,365,13,850,4,1,1,1,411,36.0,99222,29,2,2.0,1.0,1.0
8733,1388034,437,426,15,330,4,1,1,1,411,50.0,51348,65,2,1.0,1.0,0.0
10943,1374486,506,426,15,210,4,1,1,1,411,28.0,91865,32,1,1.0,1.0,0.0
10223,1382151,470,454,16,250,4,1,1,1,411,28.0,172764,64,2,2.0,1.0,0.0
10283,306221,413,395,14,240,4,1,1,1,411,28.0,56181,44,1,1.0,0.5,0.0
85,1383514,463,454,16,2020,4,1,1,1,411,28.0,150352,55,2,4.0,1.0,1.0
7515,1379252,483,454,16,460,4,1,1,1,411,28.0,96853,38,1,1.0,1.0,0.0
7948,1404052,331,304,11,410,4,1,1,2,411,28.0,179310,28,2,3.0,0.0,0.0
135,1397445,375,365,13,1880,4,1,1,1,411,28.0,113652,51,2,5.0,0.0,1.0
9522,1380781,476,454,16,280,4,1,1,1,411,14.0,73110,39,1,1.0,1.0,0.0
434,1387490,441,395,14,1520,4,1,1,1,411,28.0,152414,28,2,4.0,0.0,1.0
4329,1384603,457,454,16,720,4,1,1,1,411,28.0,325135,29,2,2.0,1.0,0.0
9625,1399071,367,334,12,270,4,1,1,1,411,39.0,110467,56,1,1.0,1.0,0.0
6987,1378098,487,454,16,510,4,1,1,1,411,6.0,27154,59,2,1.0,0.0,0.0
318,1400372,358,334,12,1620,4,1,1,1,411,28.0,108253,51,2,4.0,1.0,1.0
4738,1391575,413,395,14,690,4,1,1,1,411,8.0,86713,57,2,2.0,1.0,0.0
9373,1379812,479,454,16,280,4,1,1,1,411,8.0,61535,37,2,1.0,1.0,0.0
11691,1406509,317,304,11,170,4,1,1,2,411,33.0,87992,46,2,2.0,1.0,0.0
8585,1297890,486,454,16,340,4,1,1,1,411,48.0,113652,34,2,1.0,1.0,0.0
6872,873153,454,426,15,520,4,1,1,1,411,28.0,276476,42,2,1.0,0.0,0.0
3034,1393563,401,395,14,850,4,1,1,1,411,10.0,336192,34,2,2.0,1.0,1.0
9839,1418699,305,304,11,260,4,1,1,2,411,3.0,34865,33,2,1.0,0.0,0.0
1175,1385780,451,426,15,1140,4,1,1,1,411,9.0,156764,36,1,2.0,0.0,1.0
1786,1376397,498,485,17,1020,4,1,1,1,411,15.0,145312,33,2,2.0,1.0,1.0
11611,1403403,336,334,12,180,4,1,1,1,411,29.0,113652,45,2,1.0,1.0,0.0
2616,1380499,477,454,16,900,4,1,1,1,411,18.0,123522,43,2,2.0,1.0,1.0
10294,1397946,373,334,12,240,4,1,1,1,411,28.0,158220,59,1,1.0,1.0,0.0
10122,1381434,473,454,16,250,4,1,1,1,411,15.0,143928,50,1,1.0,1.0,0.0
6392,1401591,347,334,12,560,4,1,1,1,411,36.0,89546,54,2,2.0,1.0,0.0
8310,871653,336,334,12,370,4,1,1,1,411,28.0,99677,65,2,1.0,0.0,0.0
5340,1397057,379,334,12,640,4,1,1,1,411,28.0,84545,45,2,2.0,1.0,0.0
6886,1400520,357,334,12,520,4,1,1,1,411,35.0,146575,69,2,2.0,1.0,0.0
1595,1382779,466,304,11,1060,4,1,1,2,411,28.0,220563,29,1,4.0,0.0,0.0
3846,897826,385,365,13,760,4,1,1,1,411,28.0,127435,41,2,2.0,1.0,1.0
3352,1382908,466,454,16,810,4,1,1,1,411,46.0,113652,52,1,2.0,1.0,1.0
2310,1402943,339,334,12,940,4,1,1,1,411,6.0,89910,40,2,3.0,0.0,1.0
8511,1414090,308,304,11,350,4,1,1,2,411,28.0,220705,54,2,1.0,0.0,0.0
7492,1406586,317,304,11,460,4,1,1,2,411,28.0,192705,37,2,3.0,0.0,0.0
3994,1374982,505,485,17,750,4,1,1,1,411,12.0,57009,35,2,2.0,0.0,0.0
5747,1413228,309,304,11,610,4,1,1,2,411,30.0,52964,21,2,2.0,0.0,0.0
3891,1380777,476,454,16,760,4,1,1,1,411,28.0,59026,60,1,2.0,1.0,0.0
7267,1399476,364,334,12,480,4,1,1,1,411,28.0,170925,86,1,1.5,1.0,0.5
6705,1391735,410,395,14,530,4,1,1,1,411,28.0,147432,41,2,1.0,0.0,0.0
2932,1393166,403,395,14,860,4,1,1,1,411,8.0,222025,49,2,2.0,1.0,1.0
11727,1407608,315,304,11,170,4,1,1,2,411,8.0,233639,74,2,1.0,1.0,0.0
5603,1394543,395,395,14,620,4,1,1,1,411,15.0,90344,39,1,2.0,1.0,1.0
6673,1417169,306,304,11,530,4,1,1,2,411,46.0,113652,29,2,2.0,1.0,1.0
6449,1403720,333,304,11,550,4,1,1,2,411,28.0,127431,44,1,2.0,0.0,0.0
8986,1395982,386,365,13,310,4,1,1,1,411,8.0,101067,49,2,1.0,1.0,0.0
11277,1376393,498,426,11,200,4,1,1,1,411,8.0,58583,27,2,0.0,0.0,0.0
3938,1404041,331,304,11,750,4,1,1,2,411,21.0,77197,25,2,2.0,1.0,1.0
7276,1389425,429,426,15,480,4,1,1,1,411,28.0,104381,27,1,1.0,0.0,0.0
4504,1421081,303,304,11,710,4,1,1,2,411,46.0,22533,30,1,2.0,1.0,1.0
958,1381245,473,426,15,1220,4,1,1,1,411,35.0,95397,31,2,2.0,0.0,0.0
2742,1376554,497,485,17,880,4,1,1,1,411,28.0,73094,42,2,3.0,0.0,0.0
7696,1406717,316,304,11,440,4,1,1,2,411,9.0,52340,51,2,1.0,0.0,0.0
2157,1386400,448,395,14,970,4,1,1,1,411,11.0,113652,36,1,2.0,0.0,1.0
5303,1395263,389,334,12,650,4,1,1,1,411,37.0,150501,29,1,3.0,1.0,0.0
10551,1402356,343,304,11,230,4,1,1,2,411,38.0,71718,45,1,1.0,1.0,0.0
465,1390529,421,395,14,1500,4,1,1,1,411,28.0,43033,40,2,4.0,0.0,1.0
3470,1397604,375,365,13,790,4,1,1,1,411,18.0,45435,31,2,2.0,1.0,1.0
6698,1398055,373,365,13,530,4,1,1,1,411,28.0,74081,22,1,3.0,0.0,0.0
8382,1417417,305,304,11,370,4,1,1,2,411,46.0,65610,44,1,1.0,0.0,0.0
70,1379359,480,454,16,2100,4,1,1,1,411,28.0,88273,47,2,4.0,0.0,1.0
8747,1387515,441,426,15,330,4,1,1,1,411,27.0,31038,31,1,1.0,1.0,0.0
9701,1404527,328,304,11,270,4,1,1,2,411,14.0,17207,42,2,2.0,1.0,0.0
8251,1403439,335,304,11,380,4,1,1,2,411,8.0,142717,48,1,2.0,1.0,0.0
10835,643263,445,365,13,220,4,1,1,1,411,28.0,106852,45,1,1.0,1.0,0.0
868,1382702,466,454,16,1270,4,1,1,1,411,3.0,498304,49,2,3.5,0.0,1.0
3128,1400713,354,334,12,840,4,1,1,1,411,2.0,22390,33,1,2.0,1.0,1.0
7744,1396552,382,365,13,440,4,1,1,1,411,28.0,67411,39,2,1.0,1.0,0.0
9533,1380732,476,454,16,280,4,1,1,1,411,31.0,113652,53,2,1.0,1.0,0.0
11448,1384191,459,454,16,190,4,1,1,1,411,46.0,49904,40,1,0.0,0.0,0.0
2380,1378600,486,485,17,930,4,1,1,1,411,28.0,154152,62,1,3.0,1.0,0.0
1142,1297474,473,395,14,1160,4,1,1,1,411,29.0,269062,37,1,3.0,0.0,1.0
7699,897613,310,304,11,440,4,1,1,2,411,9.0,52759,64,1,1.0,0.0,0.0
3101,1375244,504,485,17,840,4,1,1,1,411,46.0,107684,28,2,3.0,0.0,0.0
1355,1378695,485,485,17,1120,4,1,1,1,411,3.0,113652,64,2,2.0,1.0,1.0
2727,1393131,403,395,14,880,4,1,1,1,411,3.0,25538,31,1,2.0,1.0,1.0
9216,1376294,498,485,17,290,4,1,1,1,411,48.0,113652,55,1,1.0,1.0,0.0
5982,1410955,311,304,11,590,4,1,1,2,411,28.0,118853,30,2,2.0,1.0,1.0
3679,1401507,347,334,12,780,4,1,1,1,411,8.0,93800,47,1,2.0,1.0,1.0
3995,1383071,465,454,16,750,4,1,1,1,411,2.0,104015,40,1,2.0,0.0,1.0
6772,576140,387,365,13,520,4,1,1,1,411,28.0,159400,56,1,1.0,0.0,0.0
1954,1388574,435,426,15,990,4,1,1,1,411,36.0,35958,36,1,2.0,1.0,1.0
5674,1398440,371,365,13,610,4,1,1,1,411,6.0,113652,46,1,2.0,1.0,0.0
11719,1375090,504,485,17,170,4,1,1,1,411,8.0,74290,43,2,1.0,0.0,0.0
7765,1399308,365,365,13,430,4,1,1,1,411,28.0,84124,30,2,1.0,1.0,0.0
5034,1377328,493,454,16,660,4,1,1,1,411,50.0,39517,34,2,2.0,1.0,0.0
8209,1395766,387,304,11,380,4,1,1,2,411,29.0,113652,20,1,2.0,0.0,0.0
6700,1394825,393,395,14,530,4,1,1,1,411,28.0,143172,67,2,1.0,0.0,0.0
6584,1391841,410,395,14,540,4,1,1,1,411,28.0,113652,31,1,3.0,0.0,0.0
11786,1415845,307,304,11,170,4,1,1,2,411,8.0,75695,31,1,1.0,1.0,0.0
2982,1395181,389,365,13,850,4,1,1,1,411,24.0,37248,49,1,2.0,1.0,1.0
8965,807847,344,334,12,310,4,1,1,1,411,28.0,363267,53,2,2.0,1.0,0.0
1983,1388154,437,426,15,990,4,1,1,1,411,8.0,167722,34,2,2.0,1.0,1.0
6569,1395783,387,365,13,540,4,1,1,1,411,39.0,98070,75,2,2.0,1.0,0.0
6997,1403457,335,334,12,510,4,1,1,1,411,2.0,67957,50,2,1.5,1.0,0.0
3234,1375219,504,485,16,820,4,1,1,1,411,46.0,67447,53,1,3.0,0.0,0.0
8343,1382486,469,454,16,370,4,1,1,1,411,28.0,36493,30,1,1.0,0.0,0.0
6724,1409699,311,304,11,530,4,1,1,2,411,6.0,46791,24,2,2.0,1.0,1.0
11687,1384223,459,454,16,170,4,1,1,1,411,48.0,113652,42,2,0.0,0.0,0.0
2238,1378442,486,485,17,950,4,1,1,1,411,7.0,91206,29,2,2.0,1.0,1.0
4952,1394169,396,365,13,670,4,1,1,1,411,12.0,35110,28,2,2.0,1.0,1.0
10838,656163,344,304,11,220,4,1,1,2,411,28.0,75408,52,1,2.0,1.0,0.0
9102,1388070,437,426,15,300,4,1,1,1,411,28.0,142167,23,2,1.0,0.0,0.0
8817,1398134,372,365,13,320,4,1,1,1,411,28.0,200403,29,2,2.0,1.0,0.0
6792,1408120,314,304,11,520,4,1,1,2,411,29.0,55280,39,1,2.0,1.0,1.0
1501,1375598,501,485,17,1070,4,1,1,1,411,50.0,64203,41,2,2.0,1.0,1.0
9482,1382942,466,454,16,280,4,1,1,1,411,28.0,289489,45,2,1.0,1.0,0.0
9222,1413895,308,304,11,290,4,1,1,2,411,3.0,49853,30,1,1.0,0.0,0.0
10523,1403185,337,304,11,230,4,1,1,2,411,33.0,113652,50,2,1.0,1.0,0.0
9961,1386732,445,395,14,260,4,1,1,1,411,26.0,113652,30,1,1.0,1.0,0.0
9169,1376122,499,485,17,290,4,1,1,1,411,14.0,125368,52,2,1.0,1.0,0.0
543,1385154,455,426,15,1450,4,1,1,1,411,28.0,175752,31,2,3.0,0.0,1.0
9220,1405725,322,304,11,290,4,1,1,2,411,41.0,147875,72,2,1.0,1.0,0.0
3465,1386996,444,426,15,790,4,1,1,1,411,15.0,99048,40,2,2.0,0.0,1.0
4477,1218420,322,304,11,710,4,1,1,2,411,27.0,76892,56,2,2.0,1.0,1.0
4237,1395833,386,334,12,720,4,1,1,1,411,28.0,113652,28,1,2.0,0.5,0.0
4845,1410913,311,304,11,680,4,1,1,2,411,39.0,66268,46,2,4.0,0.0,0.0
4867,1381905,471,454,16,670,4,1,1,1,411,28.0,99383,48,1,2.0,1.0,0.0
10722,1398755,368,365,13,220,4,1,1,1,411,28.0,77601,45,2,2.0,1.0,0.0
9736,1403728,333,304,11,270,4,1,1,2,411,8.0,113652,39,2,1.0,0.0,0.0
5407,1392751,406,395,14,640,4,1,1,1,411,29.0,68387,35,1,3.0,0.0,0.0
11600,1266314,312,304,11,180,4,1,1,2,411,9.0,113652,59,1,2.0,1.0,0.0
8184,1389618,428,304,11,390,4,1,1,2,411,36.0,106691,44,2,1.0,1.0,0.0
2534,1396108,385,365,13,920,4,1,1,1,411,3.0,29992,31,1,2.0,0.0,1.0
1427,1377996,490,485,17,1100,4,1,1,1,411,18.0,91366,42,2,3.0,0.0,0.0
733,1374196,508,485,17,1330,4,1,1,1,411,8.0,131286,45,1,3.0,1.0,1.0
7471,1408012,315,304,11,460,4,1,1,2,411,7.0,70763,37,2,3.0,0.0,0.0
4991,1382932,466,454,16,660,4,1,1,1,411,28.0,51099,34,2,3.0,0.0,0.0
7934,1375959,500,485,17,410,4,1,1,1,411,4.0,73702,32,1,1.0,1.0,0.0
11675,1401299,351,334,12,180,4,1,1,1,411,37.0,85997,24,2,1.0,1.0,0.0
9819,1392016,410,395,14,260,4,1,1,1,411,15.0,59490,34,1,1.0,1.0,0.0
2412,1388232,436,426,15,930,4,1,1,1,411,28.0,148736,28,1,2.0,1.0,1.0
1208,1375519,501,485,17,1130,4,1,1,1,411,11.0,27318,49,2,2.0,1.0,1.0
8260,1397089,379,365,13,380,4,1,1,1,411,46.0,72419,35,1,1.0,0.0,0.0
4097,804854,409,395,14,740,4,1,1,1,411,28.0,150603,47,2,2.0,1.0,1.0
11869,1413906,308,304,11,170,4,1,1,2,411,29.0,383087,40,1,2.0,1.0,0.0
5790,1385128,455,426,15,600,4,1,1,1,411,28.0,232165,34,1,3.0,0.0,0.0
7756,1404015,331,304,11,440,4,1,1,2,411,28.0,98475,43,1,1.0,0.0,0.0
5006,1378650,485,485,17,660,4,1,1,1,411,28.0,113652,63,2,2.0,0.0,0.0
3100,1382315,470,454,16,840,4,1,1,1,411,46.0,36762,53,2,2.0,1.0,0.0
4028,1388119,437,426,15,740,4,1,1,1,411,24.0,63148,50,2,1.0,0.0,0.0
7481,1377665,491,454,16,460,4,1,1,1,411,50.0,94503,29,2,1.0,1.0,0.0
5020,1387560,441,395,14,660,4,1,1,1,411,24.0,69705,85,1,2.0,1.0,0.0
9851,1391329,415,395,14,260,4,1,1,1,411,46.0,123149,46,2,1.0,1.0,0.0
6167,1392890,403,395,14,580,4,1,1,1,411,28.0,209558,58,1,2.0,0.0,0.0
7028,1402962,338,334,12,510,4,1,1,1,411,46.0,52723,23,2,1.0,1.0,1.0
4119,1395163,389,365,13,730,4,1,1,1,411,3.0,113652,74,2,2.0,1.0,1.0
2954,1387836,438,365,13,850,4,1,1,1,411,46.0,34278,31,2,2.0,1.0,1.0
902,1396783,381,365,13,1250,4,1,1,1,411,15.0,86507,51,2,4.0,0.0,1.0
7752,1404532,328,304,11,440,4,1,1,2,411,28.0,64055,47,2,1.0,0.0,0.0
5836,1403803,332,334,12,600,4,1,1,1,411,28.0,48319,51,1,2.0,1.0,1.0
7887,884989,365,334,12,420,4,1,1,1,411,11.0,113652,20,2,1.0,1.0,0.0
8030,1403365,336,304,11,410,4,1,1,2,411,43.0,302192,42,2,3.0,0.0,0.0
4170,1396054,386,365,13,730,4,1,1,1,411,17.0,100338,44,1,2.0,1.0,1.0
11629,1401567,347,334,12,180,4,1,1,1,411,28.0,88319,29,1,1.0,1.0,0.0
9171,1416285,307,304,11,290,4,1,1,2,411,6.0,65080,37,1,2.0,1.0,0.0
1434,1406471,317,304,11,1090,4,1,1,2,411,28.0,129981,46,2,4.0,0.0,1.0
7923,1400431,358,334,12,420,4,1,1,1,411,28.0,262038,29,2,2.0,0.5,0.0
9054,1366889,497,454,13,300,4,1,1,1,411,33.0,143985,41,1,0.0,0.0,0.0
3928,1379731,480,454,16,760,4,1,1,1,411,17.0,56776,29,1,1.5,0.5,0.0
8079,1255290,465,454,16,400,4,1,1,1,411,39.0,113652,39,2,1.0,1.0,0.0
6778,1317553,392,365,13,520,4,1,1,1,411,19.0,113652,86,2,1.0,0.0,0.0
2879,1391060,416,395,14,860,4,1,1,1,411,6.0,72606,33,2,2.0,1.0,1.0
11617,1381284,473,454,16,180,4,1,1,1,411,30.0,74678,47,2,0.0,0.0,0.0
3016,1403354,336,304,11,850,4,1,1,2,411,28.0,104471,53,1,2.0,1.0,1.0
10138,1379495,480,454,16,250,4,1,1,1,411,28.0,134880,30,1,1.0,1.0,0.0
4147,1377491,492,485,17,730,4,1,1,1,411,45.0,71722,28,2,3.0,0.0,0.0
4685,1391649,413,395,13,690,4,1,1,1,411,28.0,81280,39,2,2.0,0.0,0.0
4081,1385431,452,426,15,740,4,1,1,1,411,28.0,68032,49,2,2.0,1.0,1.0
5524,1383550,463,426,15,630,4,1,1,1,411,28.0,83447,22,1,2.0,1.0,1.0
1935,1398792,368,365,13,1000,4,1,1,1,411,28.0,294986,36,2,3.0,1.0,1.0
2316,1381633,472,454,16,940,4,1,1,1,411,9.0,41950,47,2,2.0,1.0,1.0
708,1396794,381,365,13,1340,4,1,1,1,411,41.0,90159,48,2,5.0,0.0,1.0
10579,1407619,315,304,11,230,4,1,1,2,411,8.0,99773,41,1,1.0,1.0,0.0
4985,1385691,451,426,15,670,4,1,1,1,411,28.0,251828,28,1,2.0,0.0,1.0
2270,1403752,332,304,11,950,4,1,1,2,411,14.0,22290,40,1,3.0,0.0,1.0
10224,1381896,471,454,16,250,4,1,1,1,411,28.0,143584,36,1,1.0,1.0,0.0
1210,1374831,505,485,17,1130,4,1,1,1,411,7.0,212788,29,2,2.0,1.0,1.0
11468,1405970,319,304,11,190,4,1,1,2,411,1.0,113652,73,2,2.0,0.0,0.0
3379,1390693,417,395,14,800,4,1,1,1,411,14.0,290089,50,2,2.0,1.0,1.0
35,487874,415,395,14,2360,4,1,1,1,411,28.0,113652,46,1,6.0,0.0,1.0
10067,1396081,385,365,13,250,4,1,1,1,411,41.0,84376,47,1,1.0,1.0,0.0
1844,1388492,435,426,15,1010,4,1,1,1,411,8.0,73666,50,1,2.0,0.0,1.0
5227,1395875,386,365,13,650,4,1,1,1,411,8.0,112139,44,2,2.0,1.0,0.0
6657,1406266,318,304,11,530,4,1,1,2,411,47.0,113652,42,1,2.0,1.0,1.0
7819,1397666,375,365,13,430,4,1,1,1,411,25.0,81652,45,1,1.0,0.0,0.0
8430,1404909,325,304,11,360,4,1,1,2,411,8.0,302106,36,1,1.0,0.0,0.0
1157,1386657,445,426,15,1150,4,1,1,1,411,5.0,73405,58,2,3.0,0.0,0.0
428,1390287,423,395,14,1520,4,1,1,1,411,28.0,127661,33,1,4.0,0.0,1.0
11499,1390050,424,395,14,180,4,1,1,1,411,4.0,91634,61,2,1.0,0.5,0.0
5024,1375450,501,485,17,660,4,1,1,1,411,30.0,98694,32,2,1.0,0.0,0.0
5838,1399810,361,334,12,600,4,1,1,1,411,14.0,86508,84,2,2.0,1.0,0.0
9812,1376188,499,485,17,260,4,1,1,1,411,39.0,105840,67,1,1.0,1.0,0.0
1807,1396497,382,365,13,1020,4,1,1,1,411,28.0,118722,30,1,2.0,0.0,1.0
2021,1404846,326,304,11,990,4,1,1,2,411,32.0,55938,67,2,3.0,0.0,1.0
3094,1391497,414,395,14,840,4,1,1,1,411,18.0,155680,60,2,2.0,1.0,1.0
